"spcdist" "p_value"
"6384" -3617 0.93
"6385" -3616 0.932
"6386" -3615 0.922
"6387" -3614 0.996
"6388" -3613 0.946
"6389" -3612 0.991
"6390" -3611 0.951
"6391" -3610 0.989
"6392" -3609 0.892
"6393" -3608 0.976
"6394" -3607 0.992
"6395" -3606 0.977
"6396" -3605 0.858
"6397" -3604 0.991
"6398" -3603 0.999
"6399" -3602 0.983
"6400" -3601 0.878
"6401" -3600 0.962
"6402" -3599 0.973
"6403" -3598 0.822
"6404" -3597 0.996
"6405" -3596 0.986
"6406" -3595 0.997
"6407" -3594 0.985
"6408" -3593 0.803
"6409" -3592 0.974
"6410" -3591 0.995
"6411" -3590 0.961
"6412" -3589 0.983
"6413" -3588 0.991
"6414" -3587 0.959
"6415" -3586 0.849
"6416" -3585 0.998
"6417" -3584 0.999
"6418" -3583 1
"6419" -3582 0.852
"6420" -3581 0.995
"6421" -3580 0.919
"6422" -3579 1
"6423" -3578 0.995
"6424" -3577 0.993
"6425" -3576 0.988
"6426" -3575 0.997
"6427" -3574 1
"6428" -3573 0.97
"6429" -3572 1
"6430" -3571 0.641
"6431" -3570 0.814
"6432" -3569 0.999
"6433" -3568 0.85
"6434" -3567 0.995
"6435" -3566 0.999
"6436" -3565 0.995
"6437" -3564 0.961
"6438" -3563 0.998
"6439" -3562 1
"6440" -3561 0.992
"6441" -3560 0.998
"6442" -3559 0.995
"6443" -3558 0.69
"6444" -3557 0.976
"6445" -3556 0.959
"6446" -3555 0.636
"6447" -3554 0.94
"6448" -3553 0.99
"6449" -3552 0.998
"6450" -3551 0.956
"6451" -3550 0.626
"6452" -3549 0.993
"6453" -3548 0.998
"6454" -3547 0.832
"6455" -3546 1
"6456" -3545 0.994
"6457" -3544 0.998
"6458" -3543 0.981
"6459" -3542 0.971
"6460" -3541 0.986
"6461" -3540 0.813
"6462" -3539 0.929
"6463" -3538 0.996
"6464" -3537 0.998
"6465" -3536 0.974
"6466" -3535 1
"6467" -3534 0.999
"6468" -3533 0.998
"6469" -3532 0.989
"6470" -3531 0.917
"6471" -3530 0.985
"6472" -3529 0.779
"6473" -3528 0.931
"6474" -3527 0.834
"6475" -3526 0.936
"6476" -3525 0.959
"6477" -3524 0.914
"6478" -3523 0.959
"6479" -3522 0.747
"6480" -3521 0.989
"6481" -3520 0.78
"6482" -3519 0.993
"6483" -3518 0.902
"6484" -3517 0.996
"6485" -3516 0.994
"6486" -3515 0.904
"6487" -3514 1
"6488" -3513 0.994
"6489" -3512 0.743
"6490" -3511 1
"6491" -3510 0.992
"6492" -3509 0.897
"6493" -3508 0.932
"6494" -3507 0.996
"6495" -3506 0.961
"6496" -3505 1
"6497" -3504 0.995
"6498" -3503 0.604
"6499" -3502 0.998
"6500" -3501 0.905
"6501" -3500 0.934
"6502" -3499 0.998
"6503" -3498 0.546
"6504" -3497 0.653
"6505" -3496 0.874
"6506" -3495 0.988
"6507" -3494 0.886
"6508" -3493 0.792
"6509" -3492 0.981
"6510" -3491 0.99
"6511" -3490 0.999
"6512" -3489 0.962
"6513" -3488 0.988
"6514" -3487 0.968
"6515" -3486 0.996
"6516" -3485 0.754
"6517" -3484 0.965
"6518" -3483 0.867
"6519" -3482 0.896
"6520" -3481 0.993
"6521" -3480 0.995
"6522" -3479 0.773
"6523" -3478 0.952
"6524" -3477 0.949
"6525" -3476 1
"6526" -3475 0.663
"6527" -3474 0.774
"6528" -3473 0.856
"6529" -3472 0.999
"6530" -3471 0.768
"6531" -3470 0.944
"6532" -3469 0.858
"6533" -3468 0.76
"6534" -3467 0.864
"6535" -3466 0.838
"6536" -3465 0.947
"6537" -3464 1
"6538" -3463 0.986
"6539" -3462 0.974
"6540" -3461 0.99
"6541" -3460 0.648
"6542" -3459 0.994
"6543" -3458 1
"6544" -3457 0.659
"6545" -3456 1
"6546" -3455 0.902
"6547" -3454 0.396
"6548" -3453 0.978
"6549" -3452 1
"6550" -3451 0.479
"6551" -3450 0.99
"6552" -3449 0.991
"6553" -3448 0.907
"6554" -3447 0.957
"6555" -3446 0.453
"6556" -3445 0.976
"6557" -3444 0.978
"6558" -3443 0.916
"6559" -3442 0.887
"6560" -3441 0.605
"6561" -3440 0.988
"6562" -3439 0.941
"6563" -3438 0.998
"6564" -3437 0.96
"6565" -3436 0.682
"6566" -3435 0.961
"6567" -3434 0.988
"6568" -3433 0.618
"6569" -3432 0.763
"6570" -3431 0.998
"6571" -3430 0.989
"6572" -3429 0.914
"6573" -3428 0.975
"6574" -3427 0.964
"6575" -3426 0.999
"6576" -3425 0.949
"6577" -3424 0.994
"6578" -3423 0.986
"6579" -3422 0.99
"6580" -3421 0.989
"6581" -3420 0.662
"6582" -3419 0.989
"6583" -3418 0.892
"6584" -3417 0.993
"6585" -3416 1
"6586" -3415 0.846
"6587" -3414 0.958
"6588" -3413 0.993
"6589" -3412 0.997
"6590" -3411 0.998
"6591" -3410 0.594
"6592" -3409 0.994
"6593" -3408 0.971
"6594" -3407 0.841
"6595" -3406 0.92
"6596" -3405 0.8
"6597" -3404 1
"6598" -3403 0.926
"6599" -3402 0.999
"6600" -3401 0.974
"6601" -3400 0.985
"6602" -3399 0.926
"6603" -3398 0.996
"6604" -3397 1
"6605" -3396 1
"6606" -3395 0.89
"6607" -3394 0.921
"6608" -3393 0.997
"6609" -3392 1
"6610" -3391 0.969
"6611" -3390 0.803
"6612" -3389 0.937
"6613" -3388 1
"6614" -3387 0.961
"6615" -3386 0.977
"6616" -3385 0.998
"6617" -3384 0.998
"6618" -3383 1
"6619" -3382 0.898
"6620" -3381 0.972
"6621" -3380 0.998
"6622" -3379 0.977
"6623" -3378 0.999
"6624" -3377 1
"6625" -3376 0.997
"6626" -3375 0.997
"6627" -3374 0.994
"6628" -3373 0.923
"6629" -3372 0.993
"6630" -3371 0.997
"6631" -3370 0.873
"6632" -3369 0.806
"6633" -3368 0.985
"6634" -3367 0.998
"6635" -3366 0.997
"6636" -3365 0.909
"6637" -3364 0.999
"6638" -3363 0.357
"6639" -3362 0.994
"6640" -3361 0.484
"6641" -3360 0.758
"6642" -3359 0.977
"6643" -3358 0.999
"6644" -3357 0.981
"6645" -3356 0.99
"6646" -3355 0.998
"6647" -3354 0.996
"6648" -3353 0.999
"6649" -3352 0.6
"6650" -3351 1
"6651" -3350 0.994
"6652" -3349 0.982
"6653" -3348 0.64
"6654" -3347 0.999
"6655" -3346 0.767
"6656" -3345 0.927
"6657" -3344 0.994
"6658" -3343 0.739
"6659" -3342 0.981
"6660" -3341 0.959
"6661" -3340 0.988
"6662" -3339 0.996
"6663" -3338 1
"6664" -3337 0.973
"6665" -3336 0.972
"6666" -3335 0.977
"6667" -3334 0.906
"6668" -3333 0.746
"6669" -3332 0.991
"6670" -3331 0.929
"6671" -3330 1
"6672" -3329 0.972
"6673" -3328 0.889
"6674" -3327 0.999
"6675" -3326 0.96
"6676" -3325 0.993
"6677" -3324 0.998
"6678" -3323 0.92
"6679" -3322 0.91
"6680" -3321 0.931
"6681" -3320 0.945
"6682" -3319 0.987
"6683" -3318 0.998
"6684" -3317 0.888
"6685" -3316 0.988
"6686" -3315 0.996
"6687" -3314 0.968
"6688" -3313 0.993
"6689" -3312 0.917
"6690" -3311 0.723
"6691" -3310 1
"6692" -3309 0.868
"6693" -3308 0.999
"6694" -3307 0.849
"6695" -3306 0.978
"6696" -3305 0.983
"6697" -3304 0.939
"6698" -3303 0.988
"6699" -3302 0.997
"6700" -3301 0.98
"6701" -3300 0.706
"6702" -3299 0.979
"6703" -3298 0.948
"6704" -3297 0.975
"6705" -3296 0.857
"6706" -3295 0.896
"6707" -3294 0.833
"6708" -3293 1
"6709" -3292 0.61
"6710" -3291 0.971
"6711" -3290 0.976
"6712" -3289 0.849
"6713" -3288 0.605
"6714" -3287 0.97
"6715" -3286 0.755
"6716" -3285 0.799
"6717" -3284 0.995
"6718" -3283 0.902
"6719" -3282 0.984
"6720" -3281 1
"6721" -3280 0.838
"6722" -3279 0.923
"6723" -3278 0.998
"6724" -3277 1
"6725" -3276 0.998
"6726" -3275 0.88
"6727" -3274 0.999
"6728" -3273 0.193
"6729" -3272 0.957
"6730" -3271 0.949
"6731" -3270 0.988
"6732" -3269 0.848
"6733" -3268 0.969
"6734" -3267 0.754
"6735" -3266 0.998
"6736" -3265 0.977
"6737" -3264 0.991
"6738" -3263 0.994
"6739" -3262 0.773
"6740" -3261 0.976
"6741" -3260 0.872
"6742" -3259 0.989
"6743" -3258 0.918
"6744" -3257 0.94
"6745" -3256 0.908
"6746" -3255 0.69
"6747" -3254 0.854
"6748" -3253 0.942
"6749" -3252 0.984
"6750" -3251 0.929
"6751" -3250 0.981
"6752" -3249 0.997
"6753" -3248 0.869
"6754" -3247 0.987
"6755" -3246 1
"6756" -3245 0.792
"6757" -3244 0.998
"6758" -3243 0.862
"6759" -3242 0.942
"6760" -3241 0.998
"6761" -3240 0.998
"6762" -3239 0.996
"6763" -3238 0.919
"6764" -3237 0.987
"6765" -3236 0.649
"6766" -3235 0.941
"6767" -3234 0.68
"6768" -3233 0.999
"6769" -3232 0.91
"6770" -3231 0.997
"6771" -3230 0.974
"6772" -3229 0.753
"6773" -3228 0.692
"6774" -3227 0.998
"6775" -3226 0.984
"6776" -3225 0.992
"6777" -3224 0.971
"6778" -3223 0.992
"6779" -3222 0.991
"6780" -3221 0.758
"6781" -3220 0.998
"6782" -3219 0.992
"6783" -3218 0.958
"6784" -3217 0.969
"6785" -3216 0.981
"6786" -3215 0.958
"6787" -3214 0.97
"6788" -3213 0.87
"6789" -3212 0.859
"6790" -3211 0.636
"6791" -3210 0.959
"6792" -3209 0.991
"6793" -3208 0.998
"6794" -3207 0.965
"6795" -3206 0.76
"6796" -3205 1
"6797" -3204 0.994
"6798" -3203 0.808
"6799" -3202 0.741
"6800" -3201 0.941
"6801" -3200 0.939
"6802" -3199 0.996
"6803" -3198 0.999
"6804" -3197 1
"6805" -3196 1
"6806" -3195 0.464
"6807" -3194 1
"6808" -3193 0.999
"6809" -3192 1
"6810" -3191 0.717
"6811" -3190 0.601
"6812" -3189 0.881
"6813" -3188 0.987
"6814" -3187 0.974
"6815" -3186 0.978
"6816" -3185 0.891
"6817" -3184 0.996
"6818" -3183 1
"6819" -3182 0.995
"6820" -3181 0.912
"6821" -3180 1
"6822" -3179 0.97
"6823" -3178 0.896
"6824" -3177 0.999
"6825" -3176 0.966
"6826" -3175 0.869
"6827" -3174 0.976
"6828" -3173 0.983
"6829" -3172 0.994
"6830" -3171 0.955
"6831" -3170 0.923
"6832" -3169 0.998
"6833" -3168 0.568
"6834" -3167 0.993
"6835" -3166 0.955
"6836" -3165 0.879
"6837" -3164 0.908
"6838" -3163 0.999
"6839" -3162 0.403
"6840" -3161 0.995
"6841" -3160 0.86
"6842" -3159 0.995
"6843" -3158 0.997
"6844" -3157 0.965
"6845" -3156 0.475
"6846" -3155 0.964
"6847" -3154 0.927
"6848" -3153 1
"6849" -3152 0.725
"6850" -3151 0.967
"6851" -3150 0.939
"6852" -3149 0.997
"6853" -3148 0.97
"6854" -3147 1
"6855" -3146 0.712
"6856" -3145 0.528
"6857" -3144 0.998
"6858" -3143 0.855
"6859" -3142 0.991
"6860" -3141 0.943
"6861" -3140 0.764
"6862" -3139 0.943
"6863" -3138 0.802
"6864" -3137 0.997
"6865" -3136 0.979
"6866" -3135 0.996
"6867" -3134 0.894
"6868" -3133 0.542
"6869" -3132 0.986
"6870" -3131 0.998
"6871" -3130 0.913
"6872" -3129 0.878
"6873" -3128 0.869
"6874" -3127 0.974
"6875" -3126 0.932
"6876" -3125 0.989
"6877" -3124 0.964
"6878" -3123 0.973
"6879" -3122 0.971
"6880" -3121 0.938
"6881" -3120 0.972
"6882" -3119 1
"6883" -3118 0.728
"6884" -3117 0.993
"6885" -3116 0.992
"6886" -3115 0.938
"6887" -3114 0.978
"6888" -3113 0.909
"6889" -3112 0.571
"6890" -3111 0.991
"6891" -3110 0.995
"6892" -3109 0.526
"6893" -3108 0.935
"6894" -3107 1
"6895" -3106 0.995
"6896" -3105 0.974
"6897" -3104 0.996
"6898" -3103 0.701
"6899" -3102 0.987
"6900" -3101 0.975
"6901" -3100 0.883
"6902" -3099 0.98
"6903" -3098 0.859
"6904" -3097 0.99
"6905" -3096 0.993
"6906" -3095 0.966
"6907" -3094 0.831
"6908" -3093 0.706
"6909" -3092 0.854
"6910" -3091 0.901
"6911" -3090 0.982
"6912" -3089 0.99
"6913" -3088 0.776
"6914" -3087 0.991
"6915" -3086 0.901
"6916" -3085 0.864
"6917" -3084 0.982
"6918" -3083 0.931
"6919" -3082 0.845
"6920" -3081 1
"6921" -3080 0.995
"6922" -3079 0.924
"6923" -3078 0.635
"6924" -3077 0.86
"6925" -3076 0.828
"6926" -3075 0.21
"6927" -3074 0.88
"6928" -3073 0.773
"6929" -3072 0.971
"6930" -3071 0.998
"6931" -3070 0.921
"6932" -3069 0.928
"6933" -3068 0.82
"6934" -3067 0.999
"6935" -3066 0.979
"6936" -3065 0.976
"6937" -3064 0.654
"6938" -3063 1
"6939" -3062 0.982
"6940" -3061 0.947
"6941" -3060 0.823
"6942" -3059 0.68
"6943" -3058 0.999
"6944" -3057 0.997
"6945" -3056 0.979
"6946" -3055 0.956
"6947" -3054 1
"6948" -3053 0.707
"6949" -3052 0.936
"6950" -3051 0.848
"6951" -3050 0.996
"6952" -3049 0.997
"6953" -3048 0.984
"6954" -3047 0.998
"6955" -3046 0.911
"6956" -3045 0.985
"6957" -3044 0.996
"6958" -3043 0.992
"6959" -3042 1
"6960" -3041 0.244
"6961" -3040 0.756
"6962" -3039 0.925
"6963" -3038 0.998
"6964" -3037 0.848
"6965" -3036 0.989
"6966" -3035 0.949
"6967" -3034 1
"6968" -3033 0.623
"6969" -3032 0.998
"6970" -3031 0.472
"6971" -3030 0.868
"6972" -3029 0.893
"6973" -3028 0.973
"6974" -3027 0.925
"6975" -3026 0.999
"6976" -3025 0.558
"6977" -3024 0.999
"6978" -3023 0.797
"6979" -3022 0.794
"6980" -3021 0.887
"6981" -3020 0.945
"6982" -3019 0.862
"6983" -3018 0.987
"6984" -3017 0.986
"6985" -3016 0.998
"6986" -3015 0.74
"6987" -3014 0.744
"6988" -3013 0.985
"6989" -3012 0.842
"6990" -3011 0.963
"6991" -3010 0.55
"6992" -3009 0.997
"6993" -3008 0.848
"6994" -3007 0.945
"6995" -3006 0.994
"6996" -3005 0.992
"6997" -3004 0.984
"6998" -3003 0.971
"6999" -3002 0.979
"7000" -3001 0.655
"7001" -3000 0.583
"7002" -2999 0.996
"7003" -2998 0.983
"7004" -2997 0.905
"7005" -2996 1
"7006" -2995 0.995
"7007" -2994 0.912
"7008" -2993 0.985
"7009" -2992 0.987
"7010" -2991 0.949
"7011" -2990 0.777
"7012" -2989 0.977
"7013" -2988 0.923
"7014" -2987 0.994
"7015" -2986 0.999
"7016" -2985 0.755
"7017" -2984 0.895
"7018" -2983 0.722
"7019" -2982 0.998
"7020" -2981 0.99
"7021" -2980 0.999
"7022" -2979 0.994
"7023" -2978 0.942
"7024" -2977 0.99
"7025" -2976 0.956
"7026" -2975 0.996
"7027" -2974 0.92
"7028" -2973 0.799
"7029" -2972 0.986
"7030" -2971 0.999
"7031" -2970 0.988
"7032" -2969 0.985
"7033" -2968 0.93
"7034" -2967 0.949
"7035" -2966 0.973
"7036" -2965 0.998
"7037" -2964 0.938
"7038" -2963 0.938
"7039" -2962 0.922
"7040" -2961 0.991
"7041" -2960 0.991
"7042" -2959 0.927
"7043" -2958 0.998
"7044" -2957 0.575
"7045" -2956 0.979
"7046" -2955 0.917
"7047" -2954 0.918
"7048" -2953 0.999
"7049" -2952 0.996
"7050" -2951 0.857
"7051" -2950 0.985
"7052" -2949 0.989
"7053" -2948 0.94
"7054" -2947 0.989
"7055" -2946 0.999
"7056" -2945 0.856
"7057" -2944 0.879
"7058" -2943 0.927
"7059" -2942 0.945
"7060" -2941 0.986
"7061" -2940 0.982
"7062" -2939 0.985
"7063" -2938 0.998
"7064" -2937 0.992
"7065" -2936 0.87
"7066" -2935 0.73
"7067" -2934 0.984
"7068" -2933 0.393
"7069" -2932 0.987
"7070" -2931 0.971
"7071" -2930 0.977
"7072" -2929 0.989
"7073" -2928 0.994
"7074" -2927 0.712
"7075" -2926 0.911
"7076" -2925 0.997
"7077" -2924 0.883
"7078" -2923 0.999
"7079" -2922 0.86
"7080" -2921 0.997
"7081" -2920 0.983
"7082" -2919 0.993
"7083" -2918 0.978
"7084" -2917 0.96
"7085" -2916 0.907
"7086" -2915 0.99
"7087" -2914 0.92
"7088" -2913 0.94
"7089" -2912 0.992
"7090" -2911 0.988
"7091" -2910 0.995
"7092" -2909 0.998
"7093" -2908 0.998
"7094" -2907 0.807
"7095" -2906 0.638
"7096" -2905 0.851
"7097" -2904 0.843
"7098" -2903 0.913
"7099" -2902 0.976
"7100" -2901 0.993
"7101" -2900 0.993
"7102" -2899 0.906
"7103" -2898 0.996
"7104" -2897 0.995
"7105" -2896 0.738
"7106" -2895 0.823
"7107" -2894 0.946
"7108" -2893 0.931
"7109" -2892 1
"7110" -2891 0.954
"7111" -2890 0.948
"7112" -2889 1
"7113" -2888 0.702
"7114" -2887 0.971
"7115" -2886 0.603
"7116" -2885 0.51
"7117" -2884 0.998
"7118" -2883 0.846
"7119" -2882 0.965
"7120" -2881 0.789
"7121" -2880 0.22
"7122" -2879 0.98
"7123" -2878 0.96
"7124" -2877 0.865
"7125" -2876 1
"7126" -2875 0.847
"7127" -2874 0.971
"7128" -2873 1
"7129" -2872 0.769
"7130" -2871 0.948
"7131" -2870 0.905
"7132" -2869 0.984
"7133" -2868 0.921
"7134" -2867 0.861
"7135" -2866 0.994
"7136" -2865 0.52
"7137" -2864 1
"7138" -2863 1
"7139" -2862 0.983
"7140" -2861 0.991
"7141" -2860 0.816
"7142" -2859 0.938
"7143" -2858 0.995
"7144" -2857 0.963
"7145" -2856 0.379
"7146" -2855 0.956
"7147" -2854 0.998
"7148" -2853 0.94
"7149" -2852 0.674
"7150" -2851 0.999
"7151" -2850 0.987
"7152" -2849 0.947
"7153" -2848 0.959
"7154" -2847 0.618
"7155" -2846 0.992
"7156" -2845 0.97
"7157" -2844 0.999
"7158" -2843 0.966
"7159" -2842 0.97
"7160" -2841 0.989
"7161" -2840 0.58
"7162" -2839 0.971
"7163" -2838 0.984
"7164" -2837 0.996
"7165" -2836 0.463
"7166" -2835 0.992
"7167" -2834 0.972
"7168" -2833 0.962
"7169" -2832 0.991
"7170" -2831 0.896
"7171" -2830 0.826
"7172" -2829 0.498
"7173" -2828 0.999
"7174" -2827 0.979
"7175" -2826 0.977
"7176" -2825 0.987
"7177" -2824 0.973
"7178" -2823 0.976
"7179" -2822 0.982
"7180" -2821 0.876
"7181" -2820 0.927
"7182" -2819 0.995
"7183" -2818 0.655
"7184" -2817 1
"7185" -2816 0.932
"7186" -2815 0.89
"7187" -2814 0.992
"7188" -2813 0.999
"7189" -2812 0.937
"7190" -2811 0.678
"7191" -2810 0.981
"7192" -2809 1
"7193" -2808 0.99
"7194" -2807 0.878
"7195" -2806 0.662
"7196" -2805 0.999
"7197" -2804 0.988
"7198" -2803 0.647
"7199" -2802 0.924
"7200" -2801 0.911
"7201" -2800 0.969
"7202" -2799 0.988
"7203" -2798 0.996
"7204" -2797 0.997
"7205" -2796 0.998
"7206" -2795 0.996
"7207" -2794 0.808
"7208" -2793 0.977
"7209" -2792 0.741
"7210" -2791 0.977
"7211" -2790 0.824
"7212" -2789 0.776
"7213" -2788 0.57
"7214" -2787 0.917
"7215" -2786 0.968
"7216" -2785 0.987
"7217" -2784 0.733
"7218" -2783 0.936
"7219" -2782 0.985
"7220" -2781 0.982
"7221" -2780 0.958
"7222" -2779 0.982
"7223" -2778 0.895
"7224" -2777 0.701
"7225" -2776 0.94
"7226" -2775 0.898
"7227" -2774 0.875
"7228" -2773 0.888
"7229" -2772 0.957
"7230" -2771 0.931
"7231" -2770 0.793
"7232" -2769 0.682
"7233" -2768 0.936
"7234" -2767 0.848
"7235" -2766 0.944
"7236" -2765 0.662
"7237" -2764 0.934
"7238" -2763 0.49
"7239" -2762 0.982
"7240" -2761 0.997
"7241" -2760 0.999
"7242" -2759 1
"7243" -2758 0.999
"7244" -2757 0.943
"7245" -2756 0.925
"7246" -2755 0.969
"7247" -2754 0.95
"7248" -2753 0.801
"7249" -2752 0.965
"7250" -2751 1
"7251" -2750 0.969
"7252" -2749 0.74
"7253" -2748 0.974
"7254" -2747 1
"7255" -2746 0.966
"7256" -2745 0.889
"7257" -2744 0.958
"7258" -2743 0.974
"7259" -2742 0.906
"7260" -2741 0.913
"7261" -2740 0.963
"7262" -2739 0.971
"7263" -2738 0.892
"7264" -2737 0.991
"7265" -2736 0.925
"7266" -2735 0.914
"7267" -2734 0.518
"7268" -2733 0.917
"7269" -2732 0.813
"7270" -2731 0.927
"7271" -2730 0.989
"7272" -2729 0.938
"7273" -2728 0.875
"7274" -2727 1
"7275" -2726 0.524
"7276" -2725 0.698
"7277" -2724 0.309
"7278" -2723 0.966
"7279" -2722 0.933
"7280" -2721 0.981
"7281" -2720 0.961
"7282" -2719 0.971
"7283" -2718 0.971
"7284" -2717 0.98
"7285" -2716 0.922
"7286" -2715 0.991
"7287" -2714 0.99
"7288" -2713 0.826
"7289" -2712 0.754
"7290" -2711 0.867
"7291" -2710 0.942
"7292" -2709 0.999
"7293" -2708 0.983
"7294" -2707 0.983
"7295" -2706 0.957
"7296" -2705 0.975
"7297" -2704 0.856
"7298" -2703 0.79
"7299" -2702 0.978
"7300" -2701 1
"7301" -2700 0.416
"7302" -2699 0.999
"7303" -2698 0.995
"7304" -2697 0.994
"7305" -2696 0.75
"7306" -2695 0.893
"7307" -2694 0.871
"7308" -2693 0.802
"7309" -2692 0.95
"7310" -2691 0.918
"7311" -2690 0.969
"7312" -2689 0.911
"7313" -2688 0.673
"7314" -2687 0.997
"7315" -2686 0.612
"7316" -2685 0.619
"7317" -2684 0.996
"7318" -2683 0.802
"7319" -2682 0.709
"7320" -2681 0.981
"7321" -2680 0.761
"7322" -2679 0.951
"7323" -2678 0.898
"7324" -2677 0.969
"7325" -2676 0.965
"7326" -2675 0.903
"7327" -2674 0.76
"7328" -2673 0.982
"7329" -2672 0.934
"7330" -2671 0.848
"7331" -2670 0.939
"7332" -2669 0.992
"7333" -2668 0.995
"7334" -2667 0.97
"7335" -2666 0.963
"7336" -2665 0.964
"7337" -2664 0.878
"7338" -2663 0.985
"7339" -2662 0.586
"7340" -2661 0.493
"7341" -2660 0.964
"7342" -2659 0.999
"7343" -2658 0.808
"7344" -2657 0.639
"7345" -2656 0.996
"7346" -2655 0.973
"7347" -2654 0.977
"7348" -2653 0.997
"7349" -2652 0.915
"7350" -2651 0.954
"7351" -2650 0.982
"7352" -2649 0.92
"7353" -2648 0.986
"7354" -2647 0.859
"7355" -2646 0.59
"7356" -2645 0.992
"7357" -2644 0.679
"7358" -2643 0.644
"7359" -2642 0.984
"7360" -2641 0.996
"7361" -2640 0.564
"7362" -2639 0.847
"7363" -2638 0.954
"7364" -2637 0.997
"7365" -2636 0.596
"7366" -2635 0.994
"7367" -2634 0.7
"7368" -2633 0.926
"7369" -2632 0.959
"7370" -2631 0.998
"7371" -2630 0.901
"7372" -2629 0.905
"7373" -2628 1
"7374" -2627 0.915
"7375" -2626 0.997
"7376" -2625 0.804
"7377" -2624 0.925
"7378" -2623 0.896
"7379" -2622 0.938
"7380" -2621 0.387
"7381" -2620 0.926
"7382" -2619 0.737
"7383" -2618 0.992
"7384" -2617 0.709
"7385" -2616 0.984
"7386" -2615 0.676
"7387" -2614 0.879
"7388" -2613 0.98
"7389" -2612 0.945
"7390" -2611 0.549
"7391" -2610 0.327
"7392" -2609 0.985
"7393" -2608 0.845
"7394" -2607 0.901
"7395" -2606 0.931
"7396" -2605 0.999
"7397" -2604 0.981
"7398" -2603 0.927
"7399" -2602 0.998
"7400" -2601 0.953
"7401" -2600 0.999
"7402" -2599 0.987
"7403" -2598 0.981
"7404" -2597 0.982
"7405" -2596 0.873
"7406" -2595 0.693
"7407" -2594 0.998
"7408" -2593 0.602
"7409" -2592 0.902
"7410" -2591 0.611
"7411" -2590 0.98
"7412" -2589 1
"7413" -2588 0.994
"7414" -2587 0.722
"7415" -2586 0.941
"7416" -2585 0.86
"7417" -2584 0.987
"7418" -2583 0.938
"7419" -2582 0.943
"7420" -2581 0.99
"7421" -2580 0.45
"7422" -2579 0.966
"7423" -2578 0.968
"7424" -2577 0.977
"7425" -2576 0.985
"7426" -2575 0.763
"7427" -2574 0.982
"7428" -2573 0.999
"7429" -2572 0.666
"7430" -2571 0.819
"7431" -2570 1
"7432" -2569 0.948
"7433" -2568 0.997
"7434" -2567 0.998
"7435" -2566 0.899
"7436" -2565 1
"7437" -2564 1
"7438" -2563 0.607
"7439" -2562 0.443
"7440" -2561 0.854
"7441" -2560 0.649
"7442" -2559 0.876
"7443" -2558 0.96
"7444" -2557 0.994
"7445" -2556 0.732
"7446" -2555 0.546
"7447" -2554 0.902
"7448" -2553 0.887
"7449" -2552 0.996
"7450" -2551 0.974
"7451" -2550 0.831
"7452" -2549 0.96
"7453" -2548 0.916
"7454" -2547 0.955
"7455" -2546 0.8
"7456" -2545 0.999
"7457" -2544 0.916
"7458" -2543 0.96
"7459" -2542 0.911
"7460" -2541 0.93
"7461" -2540 0.992
"7462" -2539 0.929
"7463" -2538 0.848
"7464" -2537 0.99
"7465" -2536 1
"7466" -2535 0.867
"7467" -2534 0.97
"7468" -2533 0.782
"7469" -2532 0.699
"7470" -2531 0.726
"7471" -2530 0.981
"7472" -2529 0.367
"7473" -2528 1
"7474" -2527 0.991
"7475" -2526 0.982
"7476" -2525 0.984
"7477" -2524 0.708
"7478" -2523 0.94
"7479" -2522 0.944
"7480" -2521 0.999
"7481" -2520 0.996
"7482" -2519 0.985
"7483" -2518 0.993
"7484" -2517 0.955
"7485" -2516 0.975
"7486" -2515 0.841
"7487" -2514 0.988
"7488" -2513 0.878
"7489" -2512 0.727
"7490" -2511 0.975
"7491" -2510 0.978
"7492" -2509 0.947
"7493" -2508 0.902
"7494" -2507 0.967
