"mp"	"count"	"chromosome"	"dinucleotide"	"id"
18.5	904	"chr4"	"CpG"	"hg38"
18.5	882	"chr5"	"CpG"	"hg38"
18.5	670	"chr6"	"CpG"	"hg38"
18.5	732	"chr7"	"CpG"	"hg38"
18.5	698	"chr8"	"CpG"	"hg38"
18.5	560	"chr9"	"CpG"	"hg38"
18.5	558	"chrX"	"CpG"	"hg38"
18.5	72	"chrY"	"CpG"	"hg38"
18.6	1094	"chr1"	"CpG"	"hg38"
18.6	668	"chr10"	"CpG"	"hg38"
18.6	742	"chr11"	"CpG"	"hg38"
18.6	610	"chr12"	"CpG"	"hg38"
18.6	488	"chr13"	"CpG"	"hg38"
18.6	350	"chr14"	"CpG"	"hg38"
18.6	468	"chr15"	"CpG"	"hg38"
18.6	458	"chr16"	"CpG"	"hg38"
18.6	470	"chr17"	"CpG"	"hg38"
18.6	418	"chr18"	"CpG"	"hg38"
18.6	326	"chr19"	"CpG"	"hg38"
18.6	1066	"chr2"	"CpG"	"hg38"
18.6	348	"chr20"	"CpG"	"hg38"
18.6	210	"chr21"	"CpG"	"hg38"
18.6	248	"chr22"	"CpG"	"hg38"
18.6	852	"chr3"	"CpG"	"hg38"
18.6	900	"chr4"	"CpG"	"hg38"
18.6	842	"chr5"	"CpG"	"hg38"
18.6	708	"chr6"	"CpG"	"hg38"
18.6	772	"chr7"	"CpG"	"hg38"
18.6	676	"chr8"	"CpG"	"hg38"
18.6	602	"chr9"	"CpG"	"hg38"
18.6	532	"chrX"	"CpG"	"hg38"
18.6	104	"chrY"	"CpG"	"hg38"
18.7	1062	"chr1"	"CpG"	"hg38"
18.7	648	"chr10"	"CpG"	"hg38"
18.7	670	"chr11"	"CpG"	"hg38"
18.7	570	"chr12"	"CpG"	"hg38"
18.7	526	"chr13"	"CpG"	"hg38"
18.7	452	"chr14"	"CpG"	"hg38"
18.7	412	"chr15"	"CpG"	"hg38"
18.7	496	"chr16"	"CpG"	"hg38"
18.7	458	"chr17"	"CpG"	"hg38"
18.7	410	"chr18"	"CpG"	"hg38"
18.7	310	"chr19"	"CpG"	"hg38"
18.7	1088	"chr2"	"CpG"	"hg38"
18.7	376	"chr20"	"CpG"	"hg38"
18.7	214	"chr21"	"CpG"	"hg38"
18.7	230	"chr22"	"CpG"	"hg38"
18.7	858	"chr3"	"CpG"	"hg38"
18.7	880	"chr4"	"CpG"	"hg38"
18.7	872	"chr5"	"CpG"	"hg38"
18.7	706	"chr6"	"CpG"	"hg38"
18.7	764	"chr7"	"CpG"	"hg38"
18.7	752	"chr8"	"CpG"	"hg38"
18.7	528	"chr9"	"CpG"	"hg38"
18.7	498	"chrX"	"CpG"	"hg38"
18.7	86	"chrY"	"CpG"	"hg38"
18.8	1096	"chr1"	"CpG"	"hg38"
18.8	632	"chr10"	"CpG"	"hg38"
18.8	654	"chr11"	"CpG"	"hg38"
18.8	542	"chr12"	"CpG"	"hg38"
18.8	440	"chr13"	"CpG"	"hg38"
18.8	420	"chr14"	"CpG"	"hg38"
18.8	410	"chr15"	"CpG"	"hg38"
18.8	462	"chr16"	"CpG"	"hg38"
18.8	398	"chr17"	"CpG"	"hg38"
18.8	380	"chr18"	"CpG"	"hg38"
18.8	316	"chr19"	"CpG"	"hg38"
18.8	1110	"chr2"	"CpG"	"hg38"
18.8	378	"chr20"	"CpG"	"hg38"
18.8	230	"chr21"	"CpG"	"hg38"
18.8	184	"chr22"	"CpG"	"hg38"
18.8	814	"chr3"	"CpG"	"hg38"
18.8	954	"chr4"	"CpG"	"hg38"
18.8	910	"chr5"	"CpG"	"hg38"
18.8	714	"chr6"	"CpG"	"hg38"
18.8	758	"chr7"	"CpG"	"hg38"
18.8	732	"chr8"	"CpG"	"hg38"
18.8	564	"chr9"	"CpG"	"hg38"
18.8	524	"chrX"	"CpG"	"hg38"
18.8	110	"chrY"	"CpG"	"hg38"
18.9	1138	"chr1"	"CpG"	"hg38"
18.9	696	"chr10"	"CpG"	"hg38"
18.9	650	"chr11"	"CpG"	"hg38"
18.9	580	"chr12"	"CpG"	"hg38"
18.9	466	"chr13"	"CpG"	"hg38"
18.9	426	"chr14"	"CpG"	"hg38"
18.9	416	"chr15"	"CpG"	"hg38"
18.9	438	"chr16"	"CpG"	"hg38"
18.9	362	"chr17"	"CpG"	"hg38"
18.9	412	"chr18"	"CpG"	"hg38"
18.9	312	"chr19"	"CpG"	"hg38"
18.9	1012	"chr2"	"CpG"	"hg38"
18.9	400	"chr20"	"CpG"	"hg38"
18.9	246	"chr21"	"CpG"	"hg38"
18.9	232	"chr22"	"CpG"	"hg38"
18.9	856	"chr3"	"CpG"	"hg38"
18.9	860	"chr4"	"CpG"	"hg38"
18.9	810	"chr5"	"CpG"	"hg38"
18.9	696	"chr6"	"CpG"	"hg38"
18.9	704	"chr7"	"CpG"	"hg38"
18.9	710	"chr8"	"CpG"	"hg38"
18.9	526	"chr9"	"CpG"	"hg38"
18.9	500	"chrX"	"CpG"	"hg38"
18.9	92	"chrY"	"CpG"	"hg38"
19	1132	"chr1"	"CpG"	"hg38"
19	678	"chr10"	"CpG"	"hg38"
19	640	"chr11"	"CpG"	"hg38"
19	618	"chr12"	"CpG"	"hg38"
19	482	"chr13"	"CpG"	"hg38"
19	390	"chr14"	"CpG"	"hg38"
19	414	"chr15"	"CpG"	"hg38"
19	434	"chr16"	"CpG"	"hg38"
19	406	"chr17"	"CpG"	"hg38"
19	386	"chr18"	"CpG"	"hg38"
19	322	"chr19"	"CpG"	"hg38"
19	1002	"chr2"	"CpG"	"hg38"
19	372	"chr20"	"CpG"	"hg38"
19	256	"chr21"	"CpG"	"hg38"
19	234	"chr22"	"CpG"	"hg38"
19	912	"chr3"	"CpG"	"hg38"
19	854	"chr4"	"CpG"	"hg38"
19	882	"chr5"	"CpG"	"hg38"
19	724	"chr6"	"CpG"	"hg38"
19	712	"chr7"	"CpG"	"hg38"
19	710	"chr8"	"CpG"	"hg38"
19	522	"chr9"	"CpG"	"hg38"
19	518	"chrX"	"CpG"	"hg38"
19	92	"chrY"	"CpG"	"hg38"
19.1	1044	"chr1"	"CpG"	"hg38"
19.1	596	"chr10"	"CpG"	"hg38"
19.1	704	"chr11"	"CpG"	"hg38"
19.1	600	"chr12"	"CpG"	"hg38"
19.1	428	"chr13"	"CpG"	"hg38"
19.1	382	"chr14"	"CpG"	"hg38"
19.1	406	"chr15"	"CpG"	"hg38"
19.1	462	"chr16"	"CpG"	"hg38"
19.1	400	"chr17"	"CpG"	"hg38"
19.1	372	"chr18"	"CpG"	"hg38"
19.1	298	"chr19"	"CpG"	"hg38"
19.1	1054	"chr2"	"CpG"	"hg38"
19.1	378	"chr20"	"CpG"	"hg38"
19.1	208	"chr21"	"CpG"	"hg38"
19.1	238	"chr22"	"CpG"	"hg38"
19.1	822	"chr3"	"CpG"	"hg38"
19.1	806	"chr4"	"CpG"	"hg38"
19.1	868	"chr5"	"CpG"	"hg38"
19.1	648	"chr6"	"CpG"	"hg38"
19.1	740	"chr7"	"CpG"	"hg38"
19.1	746	"chr8"	"CpG"	"hg38"
19.1	600	"chr9"	"CpG"	"hg38"
19.1	546	"chrX"	"CpG"	"hg38"
19.1	74	"chrY"	"CpG"	"hg38"
19.2	1078	"chr1"	"CpG"	"hg38"
19.2	616	"chr10"	"CpG"	"hg38"
19.2	730	"chr11"	"CpG"	"hg38"
19.2	572	"chr12"	"CpG"	"hg38"
19.2	454	"chr13"	"CpG"	"hg38"
19.2	428	"chr14"	"CpG"	"hg38"
19.2	428	"chr15"	"CpG"	"hg38"
19.2	454	"chr16"	"CpG"	"hg38"
19.2	400	"chr17"	"CpG"	"hg38"
19.2	382	"chr18"	"CpG"	"hg38"
19.2	278	"chr19"	"CpG"	"hg38"
19.2	1026	"chr2"	"CpG"	"hg38"
19.2	360	"chr20"	"CpG"	"hg38"
19.2	218	"chr21"	"CpG"	"hg38"
19.2	226	"chr22"	"CpG"	"hg38"
19.2	812	"chr3"	"CpG"	"hg38"
19.2	864	"chr4"	"CpG"	"hg38"
19.2	864	"chr5"	"CpG"	"hg38"
19.2	754	"chr6"	"CpG"	"hg38"
19.2	724	"chr7"	"CpG"	"hg38"
19.2	680	"chr8"	"CpG"	"hg38"
19.2	596	"chr9"	"CpG"	"hg38"
19.2	570	"chrX"	"CpG"	"hg38"
19.2	70	"chrY"	"CpG"	"hg38"
19.3	1016	"chr1"	"CpG"	"hg38"
19.3	668	"chr10"	"CpG"	"hg38"
19.3	690	"chr11"	"CpG"	"hg38"
19.3	538	"chr12"	"CpG"	"hg38"
19.3	474	"chr13"	"CpG"	"hg38"
19.3	424	"chr14"	"CpG"	"hg38"
19.3	410	"chr15"	"CpG"	"hg38"
19.3	428	"chr16"	"CpG"	"hg38"
19.3	428	"chr17"	"CpG"	"hg38"
19.3	414	"chr18"	"CpG"	"hg38"
19.3	306	"chr19"	"CpG"	"hg38"
19.3	1044	"chr2"	"CpG"	"hg38"
19.3	384	"chr20"	"CpG"	"hg38"
19.3	206	"chr21"	"CpG"	"hg38"
19.3	226	"chr22"	"CpG"	"hg38"
19.3	870	"chr3"	"CpG"	"hg38"
19.3	866	"chr4"	"CpG"	"hg38"
19.3	838	"chr5"	"CpG"	"hg38"
19.3	698	"chr6"	"CpG"	"hg38"
19.3	774	"chr7"	"CpG"	"hg38"
19.3	712	"chr8"	"CpG"	"hg38"
19.3	564	"chr9"	"CpG"	"hg38"
19.3	496	"chrX"	"CpG"	"hg38"
19.3	88	"chrY"	"CpG"	"hg38"
19.4	1086	"chr1"	"CpG"	"hg38"
19.4	658	"chr10"	"CpG"	"hg38"
19.4	678	"chr11"	"CpG"	"hg38"
19.4	576	"chr12"	"CpG"	"hg38"
19.4	404	"chr13"	"CpG"	"hg38"
19.4	378	"chr14"	"CpG"	"hg38"
19.4	422	"chr15"	"CpG"	"hg38"
19.4	432	"chr16"	"CpG"	"hg38"
19.4	410	"chr17"	"CpG"	"hg38"
19.4	398	"chr18"	"CpG"	"hg38"
19.4	292	"chr19"	"CpG"	"hg38"
19.4	1160	"chr2"	"CpG"	"hg38"
19.4	370	"chr20"	"CpG"	"hg38"
19.4	186	"chr21"	"CpG"	"hg38"
19.4	236	"chr22"	"CpG"	"hg38"
19.4	880	"chr3"	"CpG"	"hg38"
19.4	860	"chr4"	"CpG"	"hg38"
19.4	822	"chr5"	"CpG"	"hg38"
19.4	796	"chr6"	"CpG"	"hg38"
19.4	696	"chr7"	"CpG"	"hg38"
19.4	770	"chr8"	"CpG"	"hg38"
19.4	560	"chr9"	"CpG"	"hg38"
19.4	476	"chrX"	"CpG"	"hg38"
19.4	114	"chrY"	"CpG"	"hg38"
19.5	986	"chr1"	"CpG"	"hg38"
19.5	656	"chr10"	"CpG"	"hg38"
19.5	628	"chr11"	"CpG"	"hg38"
19.5	574	"chr12"	"CpG"	"hg38"
19.5	476	"chr13"	"CpG"	"hg38"
19.5	416	"chr14"	"CpG"	"hg38"
19.5	424	"chr15"	"CpG"	"hg38"
19.5	432	"chr16"	"CpG"	"hg38"
19.5	400	"chr17"	"CpG"	"hg38"
19.5	346	"chr18"	"CpG"	"hg38"
19.5	268	"chr19"	"CpG"	"hg38"
19.5	1040	"chr2"	"CpG"	"hg38"
19.5	354	"chr20"	"CpG"	"hg38"
19.5	178	"chr21"	"CpG"	"hg38"
19.5	204	"chr22"	"CpG"	"hg38"
19.5	816	"chr3"	"CpG"	"hg38"
19.5	826	"chr4"	"CpG"	"hg38"
19.5	860	"chr5"	"CpG"	"hg38"
19.5	692	"chr6"	"CpG"	"hg38"
19.5	788	"chr7"	"CpG"	"hg38"
19.5	748	"chr8"	"CpG"	"hg38"
19.5	578	"chr9"	"CpG"	"hg38"
19.5	458	"chrX"	"CpG"	"hg38"
19.5	54	"chrY"	"CpG"	"hg38"
19.6	1050	"chr1"	"CpG"	"hg38"
19.6	538	"chr10"	"CpG"	"hg38"
19.6	636	"chr11"	"CpG"	"hg38"
19.6	574	"chr12"	"CpG"	"hg38"
19.6	496	"chr13"	"CpG"	"hg38"
19.6	390	"chr14"	"CpG"	"hg38"
19.6	392	"chr15"	"CpG"	"hg38"
19.6	434	"chr16"	"CpG"	"hg38"
19.6	408	"chr17"	"CpG"	"hg38"
19.6	388	"chr18"	"CpG"	"hg38"
19.6	268	"chr19"	"CpG"	"hg38"
19.6	1042	"chr2"	"CpG"	"hg38"
19.6	354	"chr20"	"CpG"	"hg38"
19.6	214	"chr21"	"CpG"	"hg38"
19.6	176	"chr22"	"CpG"	"hg38"
19.6	824	"chr3"	"CpG"	"hg38"
19.6	892	"chr4"	"CpG"	"hg38"
19.6	748	"chr5"	"CpG"	"hg38"
19.6	678	"chr6"	"CpG"	"hg38"
19.6	794	"chr7"	"CpG"	"hg38"
19.6	712	"chr8"	"CpG"	"hg38"
19.6	550	"chr9"	"CpG"	"hg38"
19.6	546	"chrX"	"CpG"	"hg38"
19.6	102	"chrY"	"CpG"	"hg38"
19.7	1066	"chr1"	"CpG"	"hg38"
19.7	658	"chr10"	"CpG"	"hg38"
19.7	684	"chr11"	"CpG"	"hg38"
19.7	556	"chr12"	"CpG"	"hg38"
19.7	470	"chr13"	"CpG"	"hg38"
19.7	428	"chr14"	"CpG"	"hg38"
19.7	380	"chr15"	"CpG"	"hg38"
19.7	444	"chr16"	"CpG"	"hg38"
19.7	432	"chr17"	"CpG"	"hg38"
19.7	368	"chr18"	"CpG"	"hg38"
19.7	300	"chr19"	"CpG"	"hg38"
19.7	1130	"chr2"	"CpG"	"hg38"
19.7	368	"chr20"	"CpG"	"hg38"
19.7	210	"chr21"	"CpG"	"hg38"
19.7	154	"chr22"	"CpG"	"hg38"
19.7	908	"chr3"	"CpG"	"hg38"
19.7	812	"chr4"	"CpG"	"hg38"
19.7	736	"chr5"	"CpG"	"hg38"
19.7	714	"chr6"	"CpG"	"hg38"
19.7	724	"chr7"	"CpG"	"hg38"
19.7	670	"chr8"	"CpG"	"hg38"
19.7	576	"chr9"	"CpG"	"hg38"
19.7	504	"chrX"	"CpG"	"hg38"
19.7	86	"chrY"	"CpG"	"hg38"
19.8	1156	"chr1"	"CpG"	"hg38"
19.8	636	"chr10"	"CpG"	"hg38"
19.8	694	"chr11"	"CpG"	"hg38"
19.8	578	"chr12"	"CpG"	"hg38"
19.8	454	"chr13"	"CpG"	"hg38"
19.8	432	"chr14"	"CpG"	"hg38"
19.8	448	"chr15"	"CpG"	"hg38"
19.8	452	"chr16"	"CpG"	"hg38"
19.8	414	"chr17"	"CpG"	"hg38"
19.8	388	"chr18"	"CpG"	"hg38"
19.8	342	"chr19"	"CpG"	"hg38"
19.8	1044	"chr2"	"CpG"	"hg38"
19.8	352	"chr20"	"CpG"	"hg38"
19.8	212	"chr21"	"CpG"	"hg38"
19.8	218	"chr22"	"CpG"	"hg38"
19.8	910	"chr3"	"CpG"	"hg38"
19.8	808	"chr4"	"CpG"	"hg38"
19.8	812	"chr5"	"CpG"	"hg38"
19.8	690	"chr6"	"CpG"	"hg38"
19.8	728	"chr7"	"CpG"	"hg38"
19.8	664	"chr8"	"CpG"	"hg38"
19.8	530	"chr9"	"CpG"	"hg38"
19.8	520	"chrX"	"CpG"	"hg38"
19.8	90	"chrY"	"CpG"	"hg38"
19.9	1116	"chr1"	"CpG"	"hg38"
19.9	664	"chr10"	"CpG"	"hg38"
19.9	628	"chr11"	"CpG"	"hg38"
19.9	560	"chr12"	"CpG"	"hg38"
19.9	444	"chr13"	"CpG"	"hg38"
19.9	470	"chr14"	"CpG"	"hg38"
19.9	430	"chr15"	"CpG"	"hg38"
19.9	460	"chr16"	"CpG"	"hg38"
19.9	408	"chr17"	"CpG"	"hg38"
19.9	372	"chr18"	"CpG"	"hg38"
19.9	320	"chr19"	"CpG"	"hg38"
19.9	1068	"chr2"	"CpG"	"hg38"
19.9	308	"chr20"	"CpG"	"hg38"
19.9	256	"chr21"	"CpG"	"hg38"
19.9	208	"chr22"	"CpG"	"hg38"
19.9	884	"chr3"	"CpG"	"hg38"
19.9	848	"chr4"	"CpG"	"hg38"
19.9	808	"chr5"	"CpG"	"hg38"
19.9	664	"chr6"	"CpG"	"hg38"
19.9	670	"chr7"	"CpG"	"hg38"
19.9	674	"chr8"	"CpG"	"hg38"
19.9	526	"chr9"	"CpG"	"hg38"
19.9	534	"chrX"	"CpG"	"hg38"
19.9	86	"chrY"	"CpG"	"hg38"
20	1040	"chr1"	"CpG"	"hg38"
20	614	"chr10"	"CpG"	"hg38"
20	634	"chr11"	"CpG"	"hg38"
20	584	"chr12"	"CpG"	"hg38"
20	504	"chr13"	"CpG"	"hg38"
20	420	"chr14"	"CpG"	"hg38"
20	422	"chr15"	"CpG"	"hg38"
20	368	"chr16"	"CpG"	"hg38"
20	414	"chr17"	"CpG"	"hg38"
20	404	"chr18"	"CpG"	"hg38"
20	302	"chr19"	"CpG"	"hg38"
20	1070	"chr2"	"CpG"	"hg38"
20	328	"chr20"	"CpG"	"hg38"
20	206	"chr21"	"CpG"	"hg38"
20	212	"chr22"	"CpG"	"hg38"
20	888	"chr3"	"CpG"	"hg38"
20	834	"chr4"	"CpG"	"hg38"
20	816	"chr5"	"CpG"	"hg38"
20	746	"chr6"	"CpG"	"hg38"
20	684	"chr7"	"CpG"	"hg38"
20	756	"chr8"	"CpG"	"hg38"
20	526	"chr9"	"CpG"	"hg38"
20	518	"chrX"	"CpG"	"hg38"
20	102	"chrY"	"CpG"	"hg38"
20.1	1066	"chr1"	"CpG"	"hg38"
20.1	612	"chr10"	"CpG"	"hg38"
20.1	720	"chr11"	"CpG"	"hg38"
20.1	522	"chr12"	"CpG"	"hg38"
20.1	576	"chr13"	"CpG"	"hg38"
20.1	406	"chr14"	"CpG"	"hg38"
20.1	436	"chr15"	"CpG"	"hg38"
20.1	494	"chr16"	"CpG"	"hg38"
20.1	450	"chr17"	"CpG"	"hg38"
20.1	334	"chr18"	"CpG"	"hg38"
20.1	282	"chr19"	"CpG"	"hg38"
20.1	1084	"chr2"	"CpG"	"hg38"
20.1	354	"chr20"	"CpG"	"hg38"
20.1	246	"chr21"	"CpG"	"hg38"
20.1	242	"chr22"	"CpG"	"hg38"
20.1	884	"chr3"	"CpG"	"hg38"
20.1	780	"chr4"	"CpG"	"hg38"
20.1	774	"chr5"	"CpG"	"hg38"
20.1	720	"chr6"	"CpG"	"hg38"
20.1	726	"chr7"	"CpG"	"hg38"
20.1	704	"chr8"	"CpG"	"hg38"
20.1	580	"chr9"	"CpG"	"hg38"
20.1	558	"chrX"	"CpG"	"hg38"
20.1	100	"chrY"	"CpG"	"hg38"
20.2	1070	"chr1"	"CpG"	"hg38"
20.2	638	"chr10"	"CpG"	"hg38"
20.2	700	"chr11"	"CpG"	"hg38"
20.2	586	"chr12"	"CpG"	"hg38"
20.2	454	"chr13"	"CpG"	"hg38"
20.2	422	"chr14"	"CpG"	"hg38"
20.2	414	"chr15"	"CpG"	"hg38"
20.2	430	"chr16"	"CpG"	"hg38"
20.2	406	"chr17"	"CpG"	"hg38"
20.2	410	"chr18"	"CpG"	"hg38"
20.2	282	"chr19"	"CpG"	"hg38"
20.2	1124	"chr2"	"CpG"	"hg38"
20.2	316	"chr20"	"CpG"	"hg38"
20.2	212	"chr21"	"CpG"	"hg38"
20.2	194	"chr22"	"CpG"	"hg38"
20.2	886	"chr3"	"CpG"	"hg38"
20.2	824	"chr4"	"CpG"	"hg38"
20.2	776	"chr5"	"CpG"	"hg38"
20.2	674	"chr6"	"CpG"	"hg38"
20.2	706	"chr7"	"CpG"	"hg38"
20.2	714	"chr8"	"CpG"	"hg38"
20.2	602	"chr9"	"CpG"	"hg38"
20.2	502	"chrX"	"CpG"	"hg38"
20.2	104	"chrY"	"CpG"	"hg38"
20.3	978	"chr1"	"CpG"	"hg38"
20.3	706	"chr10"	"CpG"	"hg38"
20.3	630	"chr11"	"CpG"	"hg38"
20.3	606	"chr12"	"CpG"	"hg38"
20.3	482	"chr13"	"CpG"	"hg38"
20.3	420	"chr14"	"CpG"	"hg38"
20.3	406	"chr15"	"CpG"	"hg38"
20.3	412	"chr16"	"CpG"	"hg38"
20.3	398	"chr17"	"CpG"	"hg38"
20.3	368	"chr18"	"CpG"	"hg38"
20.3	300	"chr19"	"CpG"	"hg38"
20.3	1138	"chr2"	"CpG"	"hg38"
20.3	380	"chr20"	"CpG"	"hg38"
20.3	216	"chr21"	"CpG"	"hg38"
20.3	220	"chr22"	"CpG"	"hg38"
20.3	904	"chr3"	"CpG"	"hg38"
20.3	846	"chr4"	"CpG"	"hg38"
20.3	846	"chr5"	"CpG"	"hg38"
20.3	634	"chr6"	"CpG"	"hg38"
20.3	716	"chr7"	"CpG"	"hg38"
20.3	666	"chr8"	"CpG"	"hg38"
20.3	548	"chr9"	"CpG"	"hg38"
20.3	520	"chrX"	"CpG"	"hg38"
20.3	94	"chrY"	"CpG"	"hg38"
20.4	1032	"chr1"	"CpG"	"hg38"
20.4	604	"chr10"	"CpG"	"hg38"
20.4	674	"chr11"	"CpG"	"hg38"
20.4	586	"chr12"	"CpG"	"hg38"
20.4	504	"chr13"	"CpG"	"hg38"
20.4	432	"chr14"	"CpG"	"hg38"
20.4	404	"chr15"	"CpG"	"hg38"
20.4	450	"chr16"	"CpG"	"hg38"
20.4	430	"chr17"	"CpG"	"hg38"
20.4	404	"chr18"	"CpG"	"hg38"
20.4	300	"chr19"	"CpG"	"hg38"
20.4	1014	"chr2"	"CpG"	"hg38"
20.4	328	"chr20"	"CpG"	"hg38"
20.4	226	"chr21"	"CpG"	"hg38"
20.4	190	"chr22"	"CpG"	"hg38"
20.4	872	"chr3"	"CpG"	"hg38"
20.4	886	"chr4"	"CpG"	"hg38"
20.4	802	"chr5"	"CpG"	"hg38"
20.4	688	"chr6"	"CpG"	"hg38"
20.4	692	"chr7"	"CpG"	"hg38"
20.4	758	"chr8"	"CpG"	"hg38"
20.4	516	"chr9"	"CpG"	"hg38"
20.4	480	"chrX"	"CpG"	"hg38"
20.4	100	"chrY"	"CpG"	"hg38"
20.5	1000	"chr1"	"CpG"	"hg38"
20.5	718	"chr10"	"CpG"	"hg38"
20.5	660	"chr11"	"CpG"	"hg38"
20.5	512	"chr12"	"CpG"	"hg38"
20.5	492	"chr13"	"CpG"	"hg38"
20.5	378	"chr14"	"CpG"	"hg38"
20.5	398	"chr15"	"CpG"	"hg38"
20.5	446	"chr16"	"CpG"	"hg38"
20.5	424	"chr17"	"CpG"	"hg38"
20.5	402	"chr18"	"CpG"	"hg38"
20.5	322	"chr19"	"CpG"	"hg38"
20.5	1088	"chr2"	"CpG"	"hg38"
20.5	348	"chr20"	"CpG"	"hg38"
20.5	218	"chr21"	"CpG"	"hg38"
20.5	184	"chr22"	"CpG"	"hg38"
20.5	884	"chr3"	"CpG"	"hg38"
20.5	906	"chr4"	"CpG"	"hg38"
20.5	866	"chr5"	"CpG"	"hg38"
20.5	708	"chr6"	"CpG"	"hg38"
20.5	676	"chr7"	"CpG"	"hg38"
20.5	732	"chr8"	"CpG"	"hg38"
20.5	538	"chr9"	"CpG"	"hg38"
20.5	574	"chrX"	"CpG"	"hg38"
20.5	70	"chrY"	"CpG"	"hg38"
20.6	1020	"chr1"	"CpG"	"hg38"
20.6	564	"chr10"	"CpG"	"hg38"
20.6	684	"chr11"	"CpG"	"hg38"
20.6	636	"chr12"	"CpG"	"hg38"
20.6	506	"chr13"	"CpG"	"hg38"
20.6	382	"chr14"	"CpG"	"hg38"
20.6	438	"chr15"	"CpG"	"hg38"
20.6	472	"chr16"	"CpG"	"hg38"
20.6	386	"chr17"	"CpG"	"hg38"
20.6	396	"chr18"	"CpG"	"hg38"
20.6	336	"chr19"	"CpG"	"hg38"
20.6	1048	"chr2"	"CpG"	"hg38"
20.6	360	"chr20"	"CpG"	"hg38"
20.6	232	"chr21"	"CpG"	"hg38"
20.6	194	"chr22"	"CpG"	"hg38"
20.6	820	"chr3"	"CpG"	"hg38"
20.6	826	"chr4"	"CpG"	"hg38"
20.6	850	"chr5"	"CpG"	"hg38"
20.6	688	"chr6"	"CpG"	"hg38"
20.6	792	"chr7"	"CpG"	"hg38"
20.6	704	"chr8"	"CpG"	"hg38"
20.6	520	"chr9"	"CpG"	"hg38"
20.6	528	"chrX"	"CpG"	"hg38"
20.6	80	"chrY"	"CpG"	"hg38"
20.7	1050	"chr1"	"CpG"	"hg38"
20.7	600	"chr10"	"CpG"	"hg38"
20.7	652	"chr11"	"CpG"	"hg38"
20.7	518	"chr12"	"CpG"	"hg38"
20.7	480	"chr13"	"CpG"	"hg38"
20.7	388	"chr14"	"CpG"	"hg38"
20.7	436	"chr15"	"CpG"	"hg38"
20.7	444	"chr16"	"CpG"	"hg38"
20.7	412	"chr17"	"CpG"	"hg38"
20.7	358	"chr18"	"CpG"	"hg38"
20.7	306	"chr19"	"CpG"	"hg38"
20.7	1214	"chr2"	"CpG"	"hg38"
20.7	360	"chr20"	"CpG"	"hg38"
20.7	222	"chr21"	"CpG"	"hg38"
20.7	238	"chr22"	"CpG"	"hg38"
20.7	762	"chr3"	"CpG"	"hg38"
20.7	880	"chr4"	"CpG"	"hg38"
20.7	802	"chr5"	"CpG"	"hg38"
20.7	798	"chr6"	"CpG"	"hg38"
20.7	702	"chr7"	"CpG"	"hg38"
20.7	754	"chr8"	"CpG"	"hg38"
20.7	508	"chr9"	"CpG"	"hg38"
20.7	488	"chrX"	"CpG"	"hg38"
20.7	94	"chrY"	"CpG"	"hg38"
20.8	992	"chr1"	"CpG"	"hg38"
20.8	710	"chr10"	"CpG"	"hg38"
20.8	668	"chr11"	"CpG"	"hg38"
20.8	608	"chr12"	"CpG"	"hg38"
20.8	464	"chr13"	"CpG"	"hg38"
20.8	366	"chr14"	"CpG"	"hg38"
20.8	410	"chr15"	"CpG"	"hg38"
20.8	482	"chr16"	"CpG"	"hg38"
20.8	422	"chr17"	"CpG"	"hg38"
20.8	360	"chr18"	"CpG"	"hg38"
20.8	294	"chr19"	"CpG"	"hg38"
20.8	1084	"chr2"	"CpG"	"hg38"
20.8	306	"chr20"	"CpG"	"hg38"
20.8	230	"chr21"	"CpG"	"hg38"
20.8	196	"chr22"	"CpG"	"hg38"
20.8	802	"chr3"	"CpG"	"hg38"
20.8	806	"chr4"	"CpG"	"hg38"
20.8	780	"chr5"	"CpG"	"hg38"
20.8	774	"chr6"	"CpG"	"hg38"
20.8	770	"chr7"	"CpG"	"hg38"
20.8	778	"chr8"	"CpG"	"hg38"
20.8	502	"chr9"	"CpG"	"hg38"
20.8	504	"chrX"	"CpG"	"hg38"
20.8	88	"chrY"	"CpG"	"hg38"
20.9	1042	"chr1"	"CpG"	"hg38"
20.9	598	"chr10"	"CpG"	"hg38"
20.9	716	"chr11"	"CpG"	"hg38"
20.9	594	"chr12"	"CpG"	"hg38"
20.9	414	"chr13"	"CpG"	"hg38"
20.9	408	"chr14"	"CpG"	"hg38"
20.9	428	"chr15"	"CpG"	"hg38"
20.9	490	"chr16"	"CpG"	"hg38"
20.9	384	"chr17"	"CpG"	"hg38"
20.9	356	"chr18"	"CpG"	"hg38"
20.9	340	"chr19"	"CpG"	"hg38"
20.9	1040	"chr2"	"CpG"	"hg38"
20.9	354	"chr20"	"CpG"	"hg38"
20.9	248	"chr21"	"CpG"	"hg38"
20.9	216	"chr22"	"CpG"	"hg38"
20.9	822	"chr3"	"CpG"	"hg38"
20.9	854	"chr4"	"CpG"	"hg38"
20.9	822	"chr5"	"CpG"	"hg38"
20.9	676	"chr6"	"CpG"	"hg38"
20.9	678	"chr7"	"CpG"	"hg38"
20.9	724	"chr8"	"CpG"	"hg38"
20.9	600	"chr9"	"CpG"	"hg38"
20.9	512	"chrX"	"CpG"	"hg38"
20.9	66	"chrY"	"CpG"	"hg38"
