"Chromosome"	"Start"	"End"	"MP"
"chr4"	10406224	10406225	74.8
"chr21"	46388992	46388993	73.5
"chr1"	95273945	95273946	6.2
"chr2"	1649471	1649472	96.3
"chr2"	99639977	99639978	62.5
"chr6"	43953974	43953975	59.4
"chr9"	136112688	136112689	96.3
"chr2"	242058463	242058464	37.3
"chr22"	45978929	45978930	3
"chr2"	42095325	42095326	96.4
"chr14"	55485787	55485788	91.7
"chr11"	87353066	87353067	2.5
"chr5"	33768413	33768414	85.9
"chr8"	58659102	58659103	3.3
"chr22"	23630733	23630734	31.2
"chr7"	5112260	5112261	96.8
"chr7"	130181969	130181970	97.2
"chr14"	19167542	19167543	60.7
"chr6"	109861271	109861272	67.8
"chr2"	89635879	89635880	13.2
"chr16"	5319066	5319067	78
"chr7"	12986972	12986973	18.3
"chr16"	4366139	4366140	95.6
"chr11"	29517822	29517823	20.6
"chr8"	10886670	10886671	53
"chr20"	60399702	60399703	70.4
"chr15"	48001003	48001004	87.7
"chr4"	160946687	160946688	91.4
"chr3"	75350463	75350464	96.2
"chr17"	46499142	46499143	93.4
"chr7"	7627281	7627282	95.5
"chr1"	1668882	1668883	67.4
"chr12"	5109238	5109239	67.9
"chr8"	133508886	133508887	56.5
"chr1"	16974972	16974973	67.4
"chr5"	118411760	118411761	71.3
"chr2"	121199289	121199290	77.3
"chr12"	26363673	26363674	95.9
"chr20"	2101973	2101974	3.8
"chr12"	13347609	13347610	5
"chr3"	108486599	108486600	74.6
"chrX"	234158	234159	97.2
"chr11"	40509854	40509855	27.2
"chr12"	132258816	132258817	86.8
"chr5"	119423078	119423079	95.1
"chr16"	49281473	49281474	2.7
"chr2"	154728770	154728771	68.2
"chr16"	67166502	67166503	84
"chr4"	73372542	73372543	89.8
"chr11"	76583367	76583368	91.5
"chr3"	133948619	133948620	95.8
"chr4"	67723998	67723999	96.1
"chr2"	189441672	189441673	3.5
"chr11"	2396723	2396724	94.9
"chr6"	73050512	73050513	96.2
"chr19"	8424598	8424599	96.5
"chr11"	60951024	60951025	6.6
"chr3"	49718852	49718853	46.4
"chr12"	54050107	54050108	3.9
"chr3"	134313086	134313087	3.8
"chr17"	79104062	79104063	5.4
"chr15"	91027225	91027226	94.7
"chr5"	132982920	132982921	95.7
"chr3"	173022566	173022567	96.8
"chr7"	33363381	33363382	72.8
"chr5"	84070400	84070401	68.8
"chr16"	73780303	73780304	78.6
"chr6"	31590427	31590428	96.5
"chr17"	16310939	16310940	96.5
"chr8"	95843125	95843126	53.3
"chrX"	132831654	132831655	90.1
"chr15"	40814300	40814301	97.1
"chr3"	138248524	138248525	97.4
"chr6"	41031789	41031790	96.5
"chr4"	38118944	38118945	96.4
"chr16"	89990565	89990566	96.4
"chr1"	86917390	86917391	95
"chr2"	219332145	219332146	53.2
"chr22"	39606223	39606224	45.7
"chr6"	72230809	72230810	49.3
"chr15"	26868772	26868773	94.5
"chr22"	43188026	43188027	83.5
"chr20"	15612718	15612719	16.6
"chr13"	82150894	82150895	25.6
"chr1"	237159546	237159547	88.6
"chr8"	143516968	143516969	5.3
"chr3"	176685646	176685647	11.2
"chr5"	23123380	23123381	94.8
"chr4"	22952133	22952134	96.6
"chr11"	81321515	81321516	44.8
"chr7"	55255794	55255795	4
"chr1"	205759737	205759738	88.6
"chr7"	32610252	32610253	70.3
"chr2"	191245849	191245850	3.7
"chr22"	30896143	30896144	96.3
"chr8"	97409507	97409508	24.5
"chr6"	82758098	82758099	8.9
"chrX"	40665679	40665680	94.5
"chr5"	1509406	1509407	96.3
"chr6"	42881364	42881365	96
"chr11"	48170255	48170256	11.1
"chr10"	94365761	94365762	86.2
"chr1"	823282	823283	96.8
"chr4"	26590049	26590050	3
"chr12"	1072377	1072378	64.2
"chr1"	41625525	41625526	97.3
"chr12"	31419316	31419317	94.5
"chr4"	123413914	123413915	90.3
"chr5"	169081577	169081578	81.7
"chr12"	124249744	124249745	83.9
"chr14"	101481235	101481236	46.2
"chr1"	23436759	23436760	93.3
"chr20"	49689915	49689916	5.9
"chr15"	31456552	31456553	96.2
"chr16"	66517138	66517139	3
"chr2"	95914555	95914556	94.1
"chr17"	75225087	75225088	86.7
"chr6"	164085560	164085561	95.3
"chr10"	21528673	21528674	3.8
"chr7"	86438856	86438857	96.4
"chr2"	70785229	70785230	4.5
"chr16"	10036638	10036639	96.1
"chr14"	58811567	58811568	96.5
"chr8"	102485878	102485879	95.9
"chr5"	80579941	80579942	95.8
"chr9"	114101274	114101275	95.9
"chr19"	10858456	10858457	47.7
"chr4"	106482098	106482099	95.6
"chr1"	35852190	35852191	95.6
"chr12"	47476756	47476757	44.6
"chr16"	30053284	30053285	3.9
"chr10"	41214422	41214423	56.6
"chr5"	179809282	179809283	95.8
"chr2"	14918171	14918172	44.2
"chr15"	101475908	101475909	56.6
"chr14"	21674449	21674450	71.1
"chr11"	117365868	117365869	96.6
"chr4"	40211989	40211990	96.4
"chr3"	80926465	80926466	84.9
"chr17"	56697010	56697011	60.5
"chr16"	14634019	14634020	3.8
"chr7"	33978241	33978242	47.9
"chr11"	9300704	9300705	96.8
"chr3"	113601949	113601950	97.6
"chr11"	2937187	2937188	96.1
"chr4"	157548757	157548758	76.4
"chr21"	37974117	37974118	68.9
"chr16"	23189598	23189599	96
"chr10"	133290690	133290691	95.7
"chr5"	56669779	56669780	29.4
"chr12"	15943834	15943835	91.2
"chr10"	51411915	51411916	89.7
"chr2"	114588408	114588409	95.8
"chr14"	57498599	57498600	95.5
"chr10"	97412253	97412254	85.7
"chr2"	160881048	160881049	19.5
"chr4"	101347087	101347088	3.5
"chr5"	10037017	10037018	63.6
"chr17"	38628342	38628343	62.9
"chr22"	23974365	23974366	3.2
"chr1"	158645221	158645222	48.3
"chr15"	27338751	27338752	37.2
"chr14"	62695398	62695399	37.7
"chr7"	74423429	74423430	96.1
"chr1"	34089330	34089331	93.3
"chr8"	141989952	141989953	50.2
"chr19"	21853647	21853648	74.3
"chr8"	95025431	95025432	23.4
"chr1"	179322848	179322849	91.4
"chr2"	45060696	45060697	92.5
"chr7"	25851187	25851188	96.6
"chr16"	49665202	49665203	75.8
"chr14"	49889191	49889192	97.2
"chr3"	185067121	185067122	54.3
"chr11"	60739394	60739395	54.9
"chr4"	180552859	180552860	74.4
"chr20"	38387740	38387741	65.4
"chr14"	71036758	71036759	97.5
"chr16"	77839252	77839253	92.3
"chr3"	197075578	197075579	96.9
"chr2"	227457598	227457599	95
"chr2"	40183315	40183316	59.3
"chr2"	137137444	137137445	35.6
"chr8"	6219809	6219810	5.2
"chr16"	13081555	13081556	72.8
"chr9"	135087159	135087160	66.4
"chr11"	66398101	66398102	93.6
"chr3"	151814272	151814273	82.3
"chr7"	58274787	58274788	83.2
"chr16"	82160606	82160607	93.6
"chr6"	168274886	168274887	92.3
"chr12"	98586163	98586164	96.2
"chr7"	158316824	158316825	96.7
"chr15"	86860243	86860244	78
"chr17"	81804627	81804628	3.3
"chr20"	54681245	54681246	62.6
"chr16"	88575029	88575030	96.2
"chr9"	19272507	19272508	92.5
"chr15"	67490265	67490266	94.8
"chr21"	15644892	15644893	96.6
"chr11"	28529103	28529104	51.8
"chr1"	162374966	162374967	47.4
"chr6"	91968900	91968901	93
"chr1"	44432997	44432998	79.8
"chr14"	97104557	97104558	92.3
"chr15"	58829678	58829679	56
"chr16"	59308169	59308170	36.7
"chr16"	37142505	37142506	88.6
"chr3"	10858336	10858337	53.7
"chr15"	53722157	53722158	78
"chr8"	17762053	17762054	68.6
"chrX"	357912	357913	3.3
"chr3"	20033024	20033025	96.1
"chr8"	2120487	2120488	80.6
"chr1"	111968942	111968943	46.6
"chr1"	224774448	224774449	96.5
"chr3"	2733693	2733694	94.9
"chr3"	195865045	195865046	77.7
"chr3"	66569409	66569410	87.6
"chr15"	20099043	20099044	67.6
"chr1"	22787670	22787671	90
"chr8"	67453409	67453410	62.8
"chr19"	19258557	19258558	96
"chr6"	92469992	92469993	56.1
"chrY"	11935618	11935619	64.6
"chr16"	80750823	80750824	90.9
"chrX"	109280935	109280936	95.5
"chr12"	38719236	38719237	96.6
"chr10"	71964468	71964469	3.5
"chr6"	165873342	165873343	88.7
"chr6"	2388533	2388534	78.9
"chrX"	112753096	112753097	82.4
"chr5"	72525749	72525750	52.6
"chr18"	36361757	36361758	89.6
"chr5"	115244230	115244231	95.8
"chr13"	113267310	113267311	96
"chr7"	126979553	126979554	88
"chr1"	5571096	5571097	6.2
"chr14"	91529187	91529188	93.4
"chr3"	9213580	9213581	93.6
"chr4"	151110180	151110181	45.3
"chr4"	147116076	147116077	58.8
"chr2"	118008200	118008201	97.1
"chr13"	78399953	78399954	88.7
"chr2"	179745866	179745867	91.5
"chr6"	35727929	35727930	3.5
"chr3"	100635778	100635779	96
"chr1"	47546598	47546599	55.3
"chr3"	134908246	134908247	23.9
"chr13"	91420298	91420299	6
"chr11"	60385850	60385851	62.1
"chrX"	118712219	118712220	96.8
"chr22"	41205924	41205925	42.4
"chr4"	132646194	132646195	9.9
"chr1"	55655610	55655611	92.6
"chr11"	43575773	43575774	3.3
"chr17"	20433379	20433380	91.9
"chr4"	159907129	159907130	47.7
"chr2"	158857760	158857761	73.6
"chr21"	37563896	37563897	3.3
"chr8"	121385891	121385892	93.1
"chr9"	112871050	112871051	96.5
"chr19"	48461855	48461856	95.8
"chr5"	160849094	160849095	96.7
"chr18"	6104879	6104880	96.8
"chr13"	113601971	113601972	95.6
"chr19"	18475399	18475400	83.8
"chr6"	16403569	16403570	94
"chr7"	17325241	17325242	95.2
"chr3"	34183778	34183779	96.5
"chr15"	96211486	96211487	4.2
"chr17"	30808974	30808975	4.3
"chr2"	61653077	61653078	90.8
"chr11"	56947645	56947646	87.8
"chr22"	39974229	39974230	93.7
"chr6"	137935616	137935617	95.8
"chr3"	50702431	50702432	90.2
"chr13"	19257221	19257222	85.1
"chr19"	36666958	36666959	4.6
"chr13"	67231963	67231964	3.3
"chr8"	23155178	23155179	95.5
"chr1"	75693591	75693592	4.5
"chr5"	177320547	177320548	91.7
"chr10"	22600736	22600737	2.9
"chr17"	17656343	17656344	95.2
"chr17"	3434869	3434870	5
"chr13"	46707335	46707336	60.2
"chr14"	99235451	99235452	3.4
"chr1"	72939526	72939527	2.8
"chr12"	113703008	113703009	96.3
"chr3"	97286825	97286826	10.9
"chr10"	99086572	99086573	92.3
"chr3"	196158889	196158890	95.7
"chr4"	8371112	8371113	96.7
"chr1"	93844176	93844177	93.7
"chr6"	97800681	97800682	92.3
"chr1"	151173996	151173997	95.8
"chr4"	157854322	157854323	90.1
"chr5"	168354329	168354330	96.2
"chr17"	21371027	21371028	9.5
"chr16"	9089980	9089981	93.7
"chr1"	2779973	2779974	37.6
"chr7"	20667932	20667933	93
"chr11"	29975879	29975880	95.4
"chr14"	36634538	36634539	81.9
"chr7"	114490750	114490751	5.3
"chr8"	58659217	58659218	3.6
"chr7"	102509469	102509470	96.4
"chr5"	144612536	144612537	65.4
"chr12"	84352912	84352913	46
"chr1"	201185629	201185630	50.2
"chr20"	44896065	44896066	82.9
"chr5"	26152247	26152248	91
"chr12"	26463387	26463388	91
"chr5"	25373008	25373009	5.3
"chr14"	91842734	91842735	96.5
"chr20"	56594273	56594274	86.1
"chr12"	59497530	59497531	94.6
"chr16"	70462576	70462577	96.2
"chr15"	65522592	65522593	93.6
"chr4"	108213208	108213209	47.4
"chr18"	22993591	22993592	93.3
"chr19"	38256644	38256645	4
"chr2"	109610571	109610572	96.4
"chr4"	122322677	122322678	71.5
"chr20"	35631491	35631492	96.5
"chr7"	69025121	69025122	76.7
"chr17"	29335139	29335140	28.4
"chr5"	40951610	40951611	78.1
"chr19"	2347227	2347228	96.9
"chr8"	42659589	42659590	97.1
"chr11"	68752229	68752230	94.2
"chr14"	88180502	88180503	93.2
"chr3"	170418411	170418412	5.9
"chr9"	109379256	109379257	82.8
"chr20"	43031569	43031570	20.2
"chr19"	13264998	13264999	41.4
"chr13"	43855110	43855111	92.1
"chr15"	51018940	51018941	95.7
"chr10"	5906402	5906403	80.3
"chr12"	4315146	4315147	96.8
"chr19"	7903118	7903119	46.6
"chr8"	142500266	142500267	65.3
"chr10"	41496877	41496878	64
"chr15"	62389146	62389147	95.1
"chr1"	216141373	216141374	22.8
"chr2"	24329351	24329352	3.3
"chr2"	24213081	24213082	96.8
"chr15"	40242843	40242844	94.9
"chr8"	10610833	10610834	84.1
"chr7"	38931689	38931690	65.6
"chr19"	40754394	40754395	48.7
"chr12"	11868973	11868974	82
"chr2"	188260838	188260839	84.4
"chr5"	177087918	177087919	96.4
"chr11"	9613960	9613961	2.6
"chr7"	3899672	3899673	96.2
"chr3"	142538104	142538105	96.9
"chr21"	41378104	41378105	96.8
"chr10"	26640588	26640589	57.4
"chr2"	118362661	118362662	93.9
"chr11"	22415529	22415530	85.9
"chr11"	117139407	117139408	93.6
"chr10"	13264272	13264273	47.1
"chr9"	121156837	121156838	4.8
"chr3"	28397811	28397812	93.2
"chr12"	40479067	40479068	94.9
"chr20"	7409430	7409431	14.7
"chr1"	48616274	48616275	74.7
"chr5"	131311761	131311762	90.5
"chr19"	41786685	41786686	96.5
"chr7"	121433443	121433444	95
"chr22"	48623703	48623704	97.2
"chr2"	233838980	233838981	96.4
"chr19"	29120719	29120720	22.2
"chr19"	45849152	45849153	95.3
"chr6"	21267048	21267049	95.3
"chr7"	129810134	129810135	52.2
"chr8"	115520985	115520986	92.7
"chr12"	57106826	57106827	96.1
"chr6"	129315048	129315049	48.4
"chr4"	83012951	83012952	4.5
"chr2"	72732304	72732305	77.1
"chr17"	1594070	1594071	83.6
"chr6"	68435203	68435204	3.2
"chr17"	1459097	1459098	96.5
"chr16"	66270639	66270640	3.2
"chr17"	17702600	17702601	96.3
"chrX"	80708073	80708074	97.1
"chr17"	57339607	57339608	96.3
"chr7"	57377407	57377408	47.5
"chr15"	20679708	20679709	95.9
"chr7"	10718367	10718368	88
"chr7"	37552324	37552325	83.4
"chr8"	22617293	22617294	59.7
"chr5"	178637603	178637604	3.9
"chr7"	22066773	22066774	3.5
"chr1"	242409794	242409795	47.8
"chr4"	34877455	34877456	7.7
"chr19"	17505682	17505683	96
"chr3"	193868257	193868258	90.5
"chr4"	51801794	51801795	92.1
"chr22"	20150052	20150053	8
"chr1"	14547674	14547675	96.5
"chr22"	31145962	31145963	47.8
"chr1"	81926059	81926060	80.3
"chr1"	53010430	53010431	69.4
"chr22"	23406147	23406148	11.3
"chr3"	46412139	46412140	94.4
"chr11"	63975322	63975323	3.5
"chr1"	180632517	180632518	3.4
"chr8"	131390842	131390843	65.4
"chr2"	75785916	75785917	19.9
"chr1"	217737892	217737893	85.3
"chr5"	142430508	142430509	91.3
"chr7"	147811240	147811241	78.3
"chr12"	5791443	5791444	27.8
"chr1"	50032239	50032240	61.6
"chrX"	16666040	16666041	96.9
"chr16"	77989718	77989719	91.9
"chr2"	42497119	42497120	94.4
"chr17"	21318072	21318073	76.6
"chr8"	125768748	125768749	70.7
"chr17"	45145570	45145571	96.8
"chr8"	72975349	72975350	82.7
"chr2"	83269348	83269349	37.1
"chr2"	26943325	26943326	84.2
"chr6"	57331008	57331009	96.5
"chr8"	22421585	22421586	94
"chr1"	113226356	113226357	66.8
"chr16"	82688675	82688676	86.2
"chr2"	188165754	188165755	5.2
"chr1"	110116620	110116621	4
"chr5"	50636461	50636462	78.1
"chr3"	175100359	175100360	49.1
"chr1"	179490713	179490714	86.5
"chr15"	88255631	88255632	3.6
"chr10"	56158706	56158707	92.2
"chr3"	180828252	180828253	96.8
"chr1"	151563333	151563334	60.4
"chr17"	56718497	56718498	71.8
"chr11"	120091676	120091677	95.5
"chr1"	200394175	200394176	96.9
"chr7"	8299846	8299847	96.1
"chr10"	23157569	23157570	10.4
"chr18"	59497296	59497297	94.7
"chr16"	2532744	2532745	16.5
"chr4"	39609772	39609773	2.8
"chr3"	198210612	198210613	66.3
"chr6"	123057937	123057938	81.1
"chr12"	68322501	68322502	96.7
"chr10"	131739398	131739399	2.6
"chr8"	49499196	49499197	95.6
"chr8"	13533570	13533571	15.3
"chr1"	56090063	56090064	79.1
"chr1"	84746635	84746636	96.4
"chr3"	125978667	125978668	97.3
"chr3"	182675996	182675997	95.9
"chr22"	23284036	23284037	93.3
"chrY"	26418676	26418677	92.2
"chr1"	153470628	153470629	93.6
"chr2"	45005123	45005124	3.3
"chr15"	40395337	40395338	75.8
"chr2"	105768603	105768604	54
"chr12"	32022982	32022983	95.9
"chr18"	12923317	12923318	80.5
"chr13"	71093483	71093484	64.4
"chr4"	91217625	91217626	90.8
"chr5"	93245466	93245467	82.8
"chr1"	20118387	20118388	93.6
"chr20"	48459940	48459941	94
"chr17"	82231423	82231424	3.3
"chr13"	79311816	79311817	54.1
"chr10"	123995598	123995599	9.4
"chr10"	17476828	17476829	9.7
"chr14"	56928066	56928067	84.9
"chr1"	150735621	150735622	96.8
"chr3"	51019167	51019168	89.4
"chr5"	164601324	164601325	95.3
"chr17"	19888237	19888238	96.2
"chr4"	123600235	123600236	5.7
"chr5"	118572601	118572602	92
"chr7"	39961226	39961227	91.4
"chr6"	106973036	106973037	4.1
"chr1"	150257102	150257103	3.6
"chr8"	104904072	104904073	89.3
"chr2"	7858158	7858159	4.9
"chr12"	31706275	31706276	92.6
"chr14"	89573962	89573963	92.5
"chr2"	86673824	86673825	96.2
"chr1"	151876509	151876510	76.4
"chr1"	63161626	63161627	70.8
"chr4"	184059244	184059245	44.2
"chr3"	99707658	99707659	92.4
"chr5"	173341948	173341949	57.4
"chr6"	27239328	27239329	70.8
"chr7"	145201387	145201388	93.8
"chr16"	80228512	80228513	87.1
"chr22"	31490190	31490191	3.5
"chr13"	64284899	64284900	17.5
"chr13"	49010626	49010627	95.8
"chr1"	144368821	144368822	18.4
"chr2"	177301436	177301437	89.6
"chr7"	105221477	105221478	95.7
"chr3"	123557783	123557784	95.8
"chr11"	87053268	87053269	57.9
"chrX"	49793639	49793640	60.7
"chr6"	12712188	12712189	6.7
"chr11"	124215010	124215011	88.8
"chr1"	31925539	31925540	2.9
"chr17"	82497042	82497043	57.4
"chr3"	155854155	155854156	3.7
"chr7"	89854208	89854209	32.1
"chr4"	25475086	25475087	4.2
"chr8"	82923432	82923433	25.8
"chr12"	27292646	27292647	87.3
"chr3"	15286285	15286286	91.6
"chr20"	33503402	33503403	95.9
"chr19"	599749	599750	52.5
"chr8"	60653212	60653213	4.3
"chr7"	101835947	101835948	92.3
"chr7"	22772002	22772003	77.6
"chr10"	85724564	85724565	95
"chr8"	12759316	12759317	95.2
"chr22"	35695124	35695125	95.9
"chr11"	65857781	65857782	3.7
"chr18"	74920147	74920148	77.2
"chr11"	112801191	112801192	62.9
"chr3"	9183263	9183264	94.8
"chr10"	33335538	33335539	4.6
"chr17"	6499832	6499833	96.7
"chr9"	127882807	127882808	2.5
"chr9"	126468438	126468439	92.1
"chr2"	48617890	48617891	55.9
"chr1"	171854990	171854991	80.2
"chr16"	57322038	57322039	96.1
"chr16"	15797653	15797654	41.5
"chr8"	49679588	49679589	84.2
"chr2"	61551804	61551805	49.7
"chr14"	75558544	75558545	96
"chr5"	64792278	64792279	96.5
"chr9"	107599598	107599599	95.1
"chr6"	131347272	131347273	96.1
"chr1"	204466058	204466059	2.6
"chr7"	157187036	157187037	96.6
"chr14"	81541093	81541094	62
"chr5"	175654475	175654476	70.2
"chr10"	65731865	65731866	57.8
"chr1"	41569334	41569335	78.8
"chr5"	122873825	122873826	94.1
"chr17"	68584081	68584082	93.8
"chr11"	127837468	127837469	94.1
"chr11"	120133402	120133403	14.8
"chr7"	101482693	101482694	68.5
"chrX"	75698263	75698264	49.5
"chr1"	16228237	16228238	10.3
"chr7"	423490	423491	95.7
"chr9"	4572167	4572168	96.9
"chr8"	105727334	105727335	82.4
"chr7"	109365146	109365147	85.4
"chr1"	237904645	237904646	72.4
"chr4"	47702531	47702532	10.5
"chr8"	11571914	11571915	47.5
"chr3"	11515396	11515397	95.5
"chr19"	17681425	17681426	81.6
"chr1"	166190633	166190634	11.1
"chrX"	62370697	62370698	95.2
"chr5"	78414430	78414431	96.3
"chr17"	50032648	50032649	86.8
"chr15"	78374489	78374490	80.7
"chr9"	95484942	95484943	78.5
"chr2"	229254561	229254562	18
"chr1"	28001606	28001607	96.5
"chr8"	70472434	70472435	95.2
"chr3"	15440273	15440274	95.9
"chr12"	125524060	125524061	2.9
"chr4"	64122615	64122616	85.1
"chr20"	50270409	50270410	78.5
"chr3"	141839156	141839157	93.9
"chr4"	47659619	47659620	73.9
"chr15"	65774217	65774218	3.1
"chr4"	188681265	188681266	95.6
"chr3"	62334592	62334593	93.2
"chr12"	113610908	113610909	2.6
"chrX"	11894582	11894583	73
"chr11"	11203191	11203192	29.8
"chr1"	69703937	69703938	75.2
"chr15"	51591389	51591390	96.5
"chr4"	74378289	74378290	91.5
"chr16"	74774536	74774537	3.5
"chr21"	43365190	43365191	96.7
"chr9"	109166525	109166526	96.9
"chr18"	79140319	79140320	97.1
"chr1"	108658256	108658257	96
"chr1"	228363364	228363365	29.3
"chr21"	43972013	43972014	96.4
"chr3"	191271732	191271733	38.2
"chr10"	116715038	116715039	3.3
"chr6"	119610095	119610096	8.7
"chr11"	107859705	107859706	3.9
"chr7"	152589969	152589970	90.9
"chr12"	104912106	104912107	89.2
"chr16"	5467082	5467083	4.3
"chr5"	132888743	132888744	96.6
"chr7"	149619572	149619573	43.8
"chr7"	43493552	43493553	95.6
"chr17"	4617196	4617197	89.5
"chr18"	21904918	21904919	86.1
"chr4"	168907325	168907326	96.2
"chr1"	77534913	77534914	94.8
"chr7"	71348412	71348413	5.5
"chr10"	105789816	105789817	48.2
"chr2"	121816	121817	42.8
"chr2"	54653691	54653692	96.1
"chr21"	36159931	36159932	95.9
"chr20"	5930982	5930983	46.3
"chr14"	101068849	101068850	3.2
"chr2"	47395201	47395202	84.6
"chr17"	4833454	4833455	3.1
"chr13"	108912769	108912770	84.9
"chr6"	13815335	13815336	3
"chr9"	129959250	129959251	96.5
"chr2"	238817008	238817009	94.1
"chr18"	7289037	7289038	53.8
"chr19"	4728716	4728717	94.8
"chr1"	31319522	31319523	96.9
"chr18"	50194908	50194909	3
"chr5"	177478410	177478411	93.1
"chr1"	88290224	88290225	77.8
"chr20"	9296139	9296140	56.8
"chr16"	86487346	86487347	63.2
"chr8"	93202304	93202305	69.5
"chr4"	71581461	71581462	9.4
"chr12"	63150962	63150963	3.2
"chr6"	37293311	37293312	96
"chr19"	32069594	32069595	52.3
"chr1"	69186573	69186574	21.1
"chr7"	118971086	118971087	2.9
"chr5"	130213973	130213974	4.5
"chr18"	41159010	41159011	6.2
"chr5"	17792457	17792458	97
"chr13"	113404907	113404908	44.4
"chr12"	3091604	3091605	78.2
